Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,"ESTIMATES AND PROJECTIONS OF WOMEN OF REPRODUCTIVE AGE 
WHO ARE MARRIED OR IN A UNION 2024",,,,,,
,,,,,,,,
,,,,,,,,
"Proportion of married or in-union among women of reproductive age (15-49 years) (per cent) 

Number of married or in-union women of reproductive age (15-49 years) (thousands) 

REGIONS

Copyright © 2024 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/
Suggested citation:  United Nations, Department of Economic and Social Affairs, Population Division (2024).  Estimates and Projections of Women of Reproductive Age Who Are Married or in a Union 2024.  New York: United Nations.",,,,,,,,
Region and subregion,ISO code,Regional Classification,Indicator,Year,AgeGroup,Percentage,Number,DataProcess
World,900,M49,Married or in-union women,1970,15-19,22.5766827558249,71867.8153112,Estimate
World,900,M49,Married or in-union women,1970,20-24,63.8020574421585,162860.4169248,Estimate
World,900,M49,Married or in-union women,1970,25-29,87.1748269677066,182681.1495997,Estimate
World,900,M49,Married or in-union women,1970,30-34,90.8250266135079,179121.4140967,Estimate
World,900,M49,Married or in-union women,1970,35-39,90.2843861870308,161526.3232403,Estimate
World,900,M49,Married or in-union women,1970,40-44,86.4835310534504,139334.434582,Estimate
World,900,M49,Married or in-union women,1970,45-49,82.6802366980747,116088.3628757,Estimate
World,900,M49,Married or in-union women,1970,15-49,69.3791114597064,1013479.9166304,Estimate
World,900,M49,Married or in-union women,1971,15-19,22.6304163219021,74127.6170046,Estimate
World,900,M49,Married or in-union women,1971,20-24,63.6131783877335,170087.2967816,Estimate
World,900,M49,Married or in-union women,1971,25-29,87.1137526951843,185938.5778342,Estimate
World,900,M49,Married or in-union women,1971,30-34,90.7379093885647,180573.8408573,Estimate
World,900,M49,Married or in-union women,1971,35-39,90.260196602391,164113.8590966,Estimate
World,900,M49,Married or in-union women,1971,40-44,86.4573506497209,141616.5935215,Estimate
World,900,M49,Married or in-union women,1971,45-49,82.5930684671881,118704.5279705,Estimate
World,900,M49,Married or in-union women,1971,15-49,69.161645290431,1035162.3130663,Estimate
World,900,M49,Married or in-union women,1972,15-19,22.5313831662003,75650.226398,Estimate
World,900,M49,Married or in-union women,1972,20-24,63.3749271609026,176983.8116186,Estimate
World,900,M49,Married or in-union women,1972,25-29,86.9614645672163,191195.7809111,Estimate
World,900,M49,Married or in-union women,1972,30-34,90.6557916269547,181572.217295,Estimate
World,900,M49,Married or in-union women,1972,35-39,90.2055722173303,166846.0512319,Estimate
World,900,M49,Married or in-union women,1972,40-44,86.4782694161352,143850.5118064,Estimate
World,900,M49,Married or in-union women,1972,45-49,82.5615884906134,121193.5865377,Estimate
World,900,M49,Married or in-union women,1972,15-49,68.956843980625,1057292.1857987,Estimate
World,900,M49,Married or in-union women,1973,15-19,22.480295862089,77041.7611029,Estimate
World,900,M49,Married or in-union women,1973,20-24,63.2089538037106,184227.7289302,Estimate
World,900,M49,Married or in-union women,1973,25-29,86.8027727782674,198046.9963723,Estimate
World,900,M49,Married or in-union women,1973,30-34,90.5867106641761,182292.0544246,Estimate
World,900,M49,Married or in-union women,1973,35-39,90.1155842331721,169250.4137585,Estimate
World,900,M49,Married or in-union women,1973,40-44,86.5156057182031,145979.0814253,Estimate
World,900,M49,Married or in-union women,1973,45-49,82.5546951811164,123847.8660301,Estimate
World,900,M49,Married or in-union women,1973,15-49,68.828059156162,1080685.9020439,Estimate
World,900,M49,Married or in-union women,1974,15-19,22.5618051205991,78191.0448878,Estimate
World,900,M49,Married or in-union women,1974,20-24,63.0660978356873,190980.6521129,Estimate
World,900,M49,Married or in-union women,1974,25-29,86.6570091389695,206446.3876601,Estimate
World,900,M49,Married or in-union women,1974,30-34,90.5302080201439,183473.5575797,Estimate
World,900,M49,Married or in-union women,1974,35-39,90.000416127289,171241.544005,Estimate
World,900,M49,Married or in-union women,1974,40-44,86.5641056922518,148148.5298931,Estimate
World,900,M49,Married or in-union women,1974,45-49,82.546303147979,126272.4567978,Estimate
World,900,M49,Married or in-union women,1974,15-49,68.8461158643778,1104754.1729364,Estimate
World,900,M49,Married or in-union women,1975,15-19,22.7335446582231,79075.6449505,Estimate
World,900,M49,Married or in-union women,1975,20-24,62.8998284691773,197075.0752924,Estimate
World,900,M49,Married or in-union women,1975,25-29,86.5414397358436,216731.0307899,Estimate
World,900,M49,Married or in-union women,1975,30-34,90.488990084978,185363.3879116,Estimate
World,900,M49,Married or in-union women,1975,35-39,89.8984436427935,172924.5149083,Estimate
World,900,M49,Married or in-union women,1975,40-44,86.6057556754903,150482.7163178,Estimate
World,900,M49,Married or in-union women,1975,45-49,82.5525372150649,128549.9812983,Estimate
World,900,M49,Married or in-union women,1975,15-49,68.9877404562241,1130202.3514688,Estimate
World,900,M49,Married or in-union women,1976,15-19,22.9005212747961,79901.7610747,Estimate
World,900,M49,Married or in-union women,1976,20-24,62.7520067573885,202395.6717303,Estimate
World,900,M49,Married or in-union women,1976,25-29,86.4639717384602,226987.4390026,Estimate
World,900,M49,Married or in-union women,1976,30-34,90.4319231654756,188816.4567837,Estimate
World,900,M49,Married or in-union women,1976,35-39,89.8252037002048,174462.8375066,Estimate
World,900,M49,Married or in-union women,1976,40-44,86.6294000768967,153088.3627884,Estimate
World,900,M49,Married or in-union women,1976,45-49,82.5897883714377,130835.515955,Estimate
World,900,M49,Married or in-union women,1976,15-49,69.1632069241048,1156488.0448413,Estimate
World,900,M49,Married or in-union women,1977,15-19,22.864106431228,80834.3110728,Estimate
World,900,M49,Married or in-union women,1977,20-24,62.6032909248052,207180.3154233,Estimate
World,900,M49,Married or in-union women,1977,25-29,86.4414683062473,237286.7434015,Estimate
World,900,M49,Married or in-union women,1977,30-34,90.3499912386984,194560.3221051,Estimate
World,900,M49,Married or in-union women,1977,35-39,89.7798929064282,175632.0833866,Estimate
World,900,M49,Married or in-union women,1977,40-44,86.6297008476734,155818.7897908,Estimate
World,900,M49,Married or in-union women,1977,45-49,82.6488109950646,133019.2891947,Estimate
World,900,M49,Married or in-union women,1977,15-49,69.2280650989197,1184331.8543748,Estimate
World,900,M49,Married or in-union women,1978,15-19,22.437887077284,82032.060832,Estimate
World,900,M49,Married or in-union women,1978,20-24,62.450083782499,211210.9451713,Estimate
World,900,M49,Married or in-union women,1978,25-29,86.4257751424539,247954.3920747,Estimate
World,900,M49,Married or in-union women,1978,30-34,90.2659489465814,201985.2588458,Estimate
World,900,M49,Married or in-union women,1978,35-39,89.7454185456101,176515.6781952,Estimate
World,900,M49,Married or in-union women,1978,40-44,86.5896473897817,158224.6851224,Estimate
World,900,M49,Married or in-union women,1978,45-49,82.7270155962895,135100.1614017,Estimate
World,900,M49,Married or in-union women,1978,15-49,69.031911530385,1213023.1816431,Estimate
World,900,M49,Married or in-union women,1979,15-19,21.8290652537438,83307.2661923,Estimate
World,900,M49,Married or in-union women,1979,20-24,62.3455064681505,213532.7299638,Estimate
World,900,M49,Married or in-union women,1979,25-29,86.3775100533052,257881.8373684,Estimate
World,900,M49,Married or in-union women,1979,30-34,90.1976328909539,210961.1040808,Estimate
World,900,M49,Married or in-union women,1979,35-39,89.7287723828229,177816.2493907,Estimate
World,900,M49,Married or in-union women,1979,40-44,86.5257167339984,160197.8889903,Estimate
World,900,M49,Married or in-union women,1979,45-49,82.8181034540251,137221.0481105,Estimate
World,900,M49,Married or in-union women,1979,15-49,68.7268954034775,1240918.1240968,Estimate
World,900,M49,Married or in-union women,1980,15-19,21.2256638604886,84413.1386753,Estimate
World,900,M49,Married or in-union women,1980,20-24,62.2860075674197,214347.952765,Estimate
World,900,M49,Married or in-union women,1980,25-29,86.2844864417541,266966.9669,Estimate
World,900,M49,Married or in-union women,1980,30-34,90.1557771402564,221894.3918694,Estimate
World,900,M49,Married or in-union women,1980,35-39,89.7244016271215,179827.250462,Estimate
World,900,M49,Married or in-union women,1980,40-44,86.4725742935486,161914.1691508,Estimate
World,900,M49,Married or in-union women,1980,45-49,82.8990223966947,139500.5209592,Estimate
World,900,M49,Married or in-union women,1980,15-49,68.4652080539285,1268864.3907817,Estimate
World,900,M49,Married or in-union women,1981,15-19,20.6438722411785,85412.8411877,Estimate
World,900,M49,Married or in-union women,1981,20-24,62.1996435280968,214841.2235971,Estimate
World,900,M49,Married or in-union women,1981,25-29,86.1162667198992,274722.3016724,Estimate
World,900,M49,Married or in-union women,1981,30-34,90.1278287547353,232885.71794,Estimate
World,900,M49,Married or in-union women,1981,35-39,89.6863945004727,183423.5274751,Estimate
World,900,M49,Married or in-union women,1981,40-44,86.4379274955113,163634.0578633,Estimate
World,900,M49,Married or in-union women,1981,45-49,82.9532758752848,142056.2700857,Estimate
World,900,M49,Married or in-union women,1981,15-49,68.2033236524904,1296975.9398213,Estimate
World,900,M49,Married or in-union women,1982,15-19,20.2806280254216,86150.6808056,Estimate
World,900,M49,Married or in-union women,1982,20-24,61.9978742624045,217083.8158295,Estimate
World,900,M49,Married or in-union women,1982,25-29,85.9116570905306,281508.5210535,Estimate
World,900,M49,Married or in-union women,1982,30-34,90.1386198995732,243904.1161984,Estimate
World,900,M49,Married or in-union women,1982,35-39,89.6220104707679,189255.9932763,Estimate
World,900,M49,Married or in-union women,1982,40-44,86.4246778815809,165048.1734454,Estimate
World,900,M49,Married or in-union women,1982,45-49,82.9745445900449,144769.7375189,Estimate
World,900,M49,Married or in-union women,1982,15-49,68.0945545975578,1327721.0381276,Estimate
World,900,M49,Married or in-union women,1983,15-19,20.1251429326426,86499.1740688,Estimate
World,900,M49,Married or in-union women,1983,20-24,61.4399197958995,222495.3620074,Estimate
World,900,M49,Married or in-union women,1983,25-29,85.4983453249324,286463.4350499,Estimate
World,900,M49,Married or in-union women,1983,30-34,90.0901116995398,255083.3787531,Estimate
World,900,M49,Married or in-union women,1983,35-39,89.5390750097006,196690.1288129,Estimate
World,900,M49,Married or in-union women,1983,40-44,86.4148628120362,166142.7715741,Estimate
World,900,M49,Married or in-union women,1983,45-49,82.9629758946213,147259.0855907,Estimate
World,900,M49,Married or in-union women,1983,15-49,68.046417759194,1360633.3358569,Estimate
World,900,M49,Married or in-union women,1984,15-19,19.9626598881085,86838.293461,Estimate
World,900,M49,Married or in-union women,1984,20-24,60.7809371720868,229838.6164308,Estimate
World,900,M49,Married or in-union women,1984,25-29,85.0115340065779,288440.0883353,Estimate
World,900,M49,Married or in-union women,1984,30-34,90.0080615180529,265396.3206123,Estimate
World,900,M49,Married or in-union women,1984,35-39,89.4658760853437,205701.7705306,Estimate
World,900,M49,Married or in-union women,1984,40-44,86.4247390520955,167621.7216927,Estimate
World,900,M49,Married or in-union women,1984,45-49,82.9242382414096,149415.2761206,Estimate
World,900,M49,Married or in-union women,1984,15-49,67.9185955030379,1393252.0871833,Estimate
World,900,M49,Married or in-union women,1985,15-19,19.7299749573771,87192.7071349,Estimate
World,900,M49,Married or in-union women,1985,20-24,60.1090688352201,236922.1522101,Estimate
World,900,M49,Married or in-union women,1985,25-29,84.4794420930713,287953.5740762,Estimate
World,900,M49,Married or in-union women,1985,30-34,89.8918421469522,274759.6998141,Estimate
World,900,M49,Married or in-union women,1985,35-39,89.413824853606,216610.6371909,Estimate
World,900,M49,Married or in-union women,1985,40-44,86.4503190929121,169720.3488012,Estimate
World,900,M49,Married or in-union women,1985,45-49,82.9015380980667,151297.6208109,Estimate
World,900,M49,Married or in-union women,1985,15-49,67.7127268907609,1424456.7400383,Estimate
World,900,M49,Married or in-union women,1986,15-19,19.4927672705452,87593.2599113,Estimate
World,900,M49,Married or in-union women,1986,20-24,59.4426092486294,243678.4643797,Estimate
World,900,M49,Married or in-union women,1986,25-29,83.9627740566861,287224.3881244,Estimate
World,900,M49,Married or in-union women,1986,30-34,89.7308518827098,282801.3039927,Estimate
World,900,M49,Married or in-union women,1986,35-39,89.3884013061638,227527.777866,Estimate
World,900,M49,Married or in-union women,1986,40-44,86.4594183359761,173292.9751067,Estimate
World,900,M49,Married or in-union women,1986,45-49,82.9101826731363,153120.3871089,Estimate
World,900,M49,Married or in-union women,1986,15-49,67.4906749236416,1455238.5564897,Estimate
World,900,M49,Married or in-union women,1987,15-19,19.257681877899,88003.803849,Estimate
World,900,M49,Married or in-union women,1987,20-24,58.8819384735523,247728.4065643,Estimate
World,900,M49,Married or in-union women,1987,25-29,83.5358927379458,289598.2691658,Estimate
World,900,M49,Married or in-union women,1987,30-34,89.5451030247572,289799.9912828,Estimate
World,900,M49,Married or in-union women,1987,35-39,89.3955090560426,238453.2800402,Estimate
World,900,M49,Married or in-union women,1987,40-44,86.449396476304,179030.8237047,Estimate
World,900,M49,Married or in-union women,1987,45-49,82.9438563781037,154645.7214345,Estimate
World,900,M49,Married or in-union women,1987,15-49,67.3489285162964,1487260.2960413,Estimate
World,900,M49,Married or in-union women,1988,15-19,19.0884698369508,88316.4178118,Estimate
World,900,M49,Married or in-union women,1988,20-24,58.4499252135024,248783.1366535,Estimate
World,900,M49,Married or in-union women,1988,25-29,83.2762733627136,298566.8594956,Estimate
World,900,M49,Married or in-union women,1988,30-34,89.3287622397924,295511.3007077,Estimate
World,900,M49,Married or in-union women,1988,35-39,89.4003855698859,249655.2125609,Estimate
World,900,M49,Married or in-union women,1988,40-44,86.4535321621892,186359.9666225,Estimate
World,900,M49,Married or in-union women,1988,45-49,82.9936656768937,155868.7784918,Estimate
World,900,M49,Married or in-union women,1988,15-49,67.3841624773392,1523061.6723438,Estimate
World,900,M49,Married or in-union women,1989,15-19,19.00345596557,88471.1841509,Estimate
World,900,M49,Married or in-union women,1989,20-24,58.0135967768178,249930.8406918,Estimate
World,900,M49,Married or in-union women,1989,25-29,83.093079761395,311043.9299982,Estimate
World,900,M49,Married or in-union women,1989,30-34,89.0395749940282,298270.5287303,Estimate
World,900,M49,Married or in-union women,1989,35-39,89.3757052816668,259935.8311153,Estimate
World,900,M49,Married or in-union women,1989,40-44,86.4673006619456,195208.0176663,Estimate
World,900,M49,Married or in-union women,1989,45-49,83.0650242947743,157444.2160209,Estimate
World,900,M49,Married or in-union women,1989,15-49,67.492374454446,1560304.5483737,Estimate
World,900,M49,Married or in-union women,1990,15-19,18.9735693856392,88466.8868464,Estimate
World,900,M49,Married or in-union women,1990,20-24,57.5281810396007,251849.5707527,Estimate
World,900,M49,Married or in-union women,1990,25-29,82.8898333586958,323441.19392,Estimate
World,900,M49,Married or in-union women,1990,30-34,88.6910330696934,298541.0624848,Estimate
World,900,M49,Married or in-union women,1990,35-39,89.3178195660211,269240.7214045,Estimate
World,900,M49,Married or in-union women,1990,40-44,86.4965206522229,205871.6952285,Estimate
World,900,M49,Married or in-union women,1990,45-49,83.1458905260671,159554.8773734,Estimate
World,900,M49,Married or in-union women,1990,15-49,67.6046634359381,1596966.0080103,Estimate
World,900,M49,Married or in-union women,1991,15-19,18.9684277123207,88334.128393,Estimate
World,900,M49,Married or in-union women,1991,20-24,57.0301139442197,253901.2623918,Estimate
World,900,M49,Married or in-union women,1991,25-29,82.6753601184138,335554.7122966,Estimate
World,900,M49,Married or in-union women,1991,30-34,88.3359913791105,298531.3176774,Estimate
World,900,M49,Married or in-union women,1991,35-39,89.2134139700039,277259.4266895,Estimate
World,900,M49,Married or in-union women,1991,40-44,86.55158073986,216542.2305412,Estimate
World,900,M49,Married or in-union women,1991,45-49,83.2080652068172,162994.2956694,Estimate
World,900,M49,Married or in-union women,1991,15-49,67.7199642348139,1633117.3736589,Estimate
World,900,M49,Married or in-union women,1992,15-19,18.9547561974147,88171.5936551,Estimate
World,900,M49,Married or in-union women,1992,20-24,56.5421548416508,255978.7711324,Estimate
World,900,M49,Married or in-union women,1992,25-29,82.3811318279627,343076.1106354,Estimate
World,900,M49,Married or in-union women,1992,30-34,88.0718913013119,301706.0989787,Estimate
World,900,M49,Married or in-union women,1992,35-39,89.0876186091064,284318.5432151,Estimate
World,900,M49,Married or in-union women,1992,40-44,86.6455340347267,227183.1943795,Estimate
World,900,M49,Married or in-union women,1992,45-49,83.2528562832177,168468.2030091,Estimate
World,900,M49,Married or in-union women,1992,15-49,67.8247737530482,1668902.5150053,Estimate
World,900,M49,Married or in-union women,1993,15-19,18.9256507261741,87960.4396221,Estimate
World,900,M49,Married or in-union women,1993,20-24,56.1270221015237,257060.7750732,Estimate
World,900,M49,Married or in-union women,1993,25-29,82.012074581397,345281.9827091,Estimate
World,900,M49,Married or in-union women,1993,30-34,87.9953358945279,311653.7820205,Estimate
World,900,M49,Married or in-union women,1993,35-39,88.9332328932924,290093.9070017,Estimate
World,900,M49,Married or in-union women,1993,40-44,86.7341437797017,238066.6622675,Estimate
World,900,M49,Married or in-union women,1993,45-49,83.3074949114077,175498.1700569,Estimate
World,900,M49,Married or in-union women,1993,15-49,67.9721625065119,1705615.718751,Estimate
World,900,M49,Married or in-union women,1994,15-19,18.8231443258916,87862.9897838,Estimate
World,900,M49,Married or in-union women,1994,20-24,55.7927512644353,256958.8380189,Estimate
